Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,OMOP concept_name,domain_id,vocabulary_id,standard_concept,concept_code,concept_id
utilshelter,sup_health_service_utilization_economic_analysis,,text,...nights have you spent in a homeless shelter?,,,number,,,,,,,,,,"C1511536, C5447469, C0679922, C0681146",,,,,,
utildomestic,sup_health_service_utilization_economic_analysis,,text,...nights have you spent in a domestic violence or women's shelter?,,,number,,,,,,,,,,"C1511536, C5447469, C0679922, C3178959",,,,,,
utilmedmh,sup_health_service_utilization_economic_analysis,,yesno,"During the past 6 months, have you been prescribed and taken medication to treat a mental health disorder? [Illicit use should be excluded]",,,,,,,,,,,,,"C0025353, C1511536, C5447469, C0679922",,,,,,
mh_meds,sup_health_service_utilization_economic_analysis,,checkbox,Medication,"1, SSRIs? (e.g., sertraline, citalopram, fluoxetine, paroxetine) | 2, SNRIs? (e.g., venlafaxine, duloxetine) | 3, Mood Stabilizers? (e.g., depakote, lamotrigine, lithium) | 4, Antipsychotics? (e.g., quetiapine, risperidone, aripiprazole, olanzapine) | 5, Benzodiazepines? (e.g., clonazepam, diazepam, lorazepam) | 6, Other",,,,,,,,,,,,"C0360105, C1511536, C5447469, C0679922",,,,,,
utilmedssri,sup_health_service_utilization_economic_analysis,,calc,SSRIs,"if([mh_meds(1)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0360105, C1511536, C5447469, C0679922",,,,,,
utilmedsnri,sup_health_service_utilization_economic_analysis,,calc,SNRIs,"if([mh_meds(2)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0360105, C1511536, C5447469, C0679922",,,,,,
utilmedmood,sup_health_service_utilization_economic_analysis,,calc,Mood Stabilizers,"if([mh_meds(3)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0360105, C1511536, C5447469, C0679922",,,,,,
utilmedantipsych,sup_health_service_utilization_economic_analysis,,calc,Antipsychotics,"if([mh_meds(4)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0360105, C1511536, C5447469, C0679922",,,,,,
utilmedbenzo,sup_health_service_utilization_economic_analysis,,calc,Benzodiazepines,"if([mh_meds(5)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0360105, C1511536, C5447469, C0679922",,,,,,
utilmedother,sup_health_service_utilization_economic_analysis,,calc,Other,"if([mh_meds(6)]=1,1,0)",,,,,,,,,,,," @HIDDEN, C0360105, C1511536, C5447469, C0679922",,,,,,
utilmedssridose,sup_health_service_utilization_economic_analysis, ,text,"SSRIs? (e.g., sertraline, citalopram, fluoxetine, paroxetine) dose/day:
the dose taken most often ('usual dose')
",,,,,,,[mh_meds(1)] = '1',,,,,,"C0360105, C1511536, C5447469, C0679922",,,,,,
utilmedsnridose,sup_health_service_utilization_economic_analysis,,text,"SNRIs? (e.g., venlafaxine, duloxetine) dose/day:
the dose taken most often ('usual dose')

",,,,,,,[mh_meds(2)] = '1',,,,,,"C1579361, C1511536, C5447469, C0679922",,,,,,
utilmedmooddose,sup_health_service_utilization_economic_analysis,,text,"Mood Stabilizers? (e.g., depakote, lamotrigine, lithium) dose/day:
the dose taken most often ('usual dose')
",,,,,,,[mh_meds(3)] = '1',,,,,,"C4020582, C1511536, C5447469, C0679922",,,,,,
utilmedantipsychdose,sup_health_service_utilization_economic_analysis,,text,"Antipsychotics? (e.g., quetiapine, risperidone, aripiprazole, olanzapine) 
dose/day: the dose taken most often ('usual dose')

",,,,,,,[mh_meds(4)] = '1',,,,,,"C0040615, C1511536, C5447469, C0679922",,,,,,
utilmedbenzodose,sup_health_service_utilization_economic_analysis,,text,"Benzodiazepines? (e.g., clonazepam, diazepam, lorazepam)  dose/day:
the dose taken most often ('usual dose')
",,,,,,,[mh_meds(5)] = '1',,,,,,"C4048284, C1511536, C5447469, C0679922",,,,,,
utilmedotherspecify,sup_health_service_utilization_economic_analysis,,text,Other medicine (specify),,,,,,,[mh_meds(6)] = '1',,,,,,"C1511536, C5447469, C0679922",,,,,,
utilmedotherdose,sup_health_service_utilization_economic_analysis,,text,"Other medicine dose/day :
the dose taken most often ('usual dose')
",,,,,,,[mh_meds(6)] = '1',,,,,,"C1511536, C5447469, C0679922",,,,,,
utilpublicassistyn,sup_health_service_utilization_economic_analysis,These questions are about your income.  We do not need an exact number.  You can give your answer to the nearest hundreds or thousands of dollars if that is easier.,yesno,"During the past 6 months, did you receive any public assistance like unemployment, food stamps / TANF, subsidized housing, or supplemental security income?",,,,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utilnonemplincomeyn,sup_health_service_utilization_economic_analysis,,yesno,"During the past 6 months, did you receive any other non-employment income sources like retirement, pension, alimony, child support, or interest?",,,,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utilincomeunlawful,sup_health_service_utilization_economic_analysis,,radio,"During the past 6 months, outside of employment described above, did you receive any other income from activities that might get you into trouble or be against the law, like dealing, gambling, theft or fencing?","1, No | 2, Yes | 3, Prefer not to answer",,,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utilpublicassistamt,sup_health_service_utilization_economic_analysis,,text,"During the past 6 months, approximately how much money have you  received from public assistance sources like unemployment, food stamps (TANF), subsidized housing, supplemental security income?",,,number,,,,[utilpublicassistyn] = '1',,,,,,"C1511536, C5447469, C0679922",,,,,,
utilnonemplincomeamt,sup_health_service_utilization_economic_analysis,,text,"During the past 6 months, approximately how much money have you  received from other non-employment sources like retirement, pension, alimony, child support, interest?",,,number,,,,[utilnonemplincomeyn] = '1',,,,,,"C1511536, C5447469, C0679922",,,,,,
utilincomeunlawfulamt,sup_health_service_utilization_economic_analysis,,text,"During the past 6 months, outside of employment described above, how much money did you earn from activities that might get you into trouble or be against the law, like dealing, gambling, theft or fencing?",,,number,,,,[utilincomeunlawful] = '2',,,,,,"C1511536, C5447469, C0679922",,,,,,
utilmiles,sup_health_service_utilization_economic_analysis,,text,"During the past 6 months, how many miles do you usually travel for a health care visit  (one-way)?",,,number,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utiltransport,sup_health_service_utilization_economic_analysis,,radio,What mode of transportation do you usually use?,"1, I drive myself | 2, Someone else drives me | 3, Taxi/Uber/Rideshare/Lyft | 4, Clinic van | 5, Bus | 6, Subway | 7, Walk | 8, Other",,,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utiltransportother,sup_health_service_utilization_economic_analysis,,text,Other type of transportation (specify): ,,,,,,,[utiltransport] = '8',,,,,,"C1511536, C5447469, C0679922",,,,,,
utilcaregiverhrs,sup_health_service_utilization_economic_analysis,,text,"In a typical week during the past 6 months, how many hours have you required the use of a caregiver for your healthcare needs (e.g., babysitter or someone to travel with you to appointments)?",,,number,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utilmoneysubstanceuse,sup_health_service_utilization_economic_analysis,,text,"In a typical week during the past 6 months, approximately how much money did you spend on alcohol, tobacco, marijuana, and illegal drugs?",,,number,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utildayselecmonitor,sup_health_service_utilization_economic_analysis,,text,"During the past 6 months, how many days have you been on electronic monitoring?",,,number,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utildayshousearrest,sup_health_service_utilization_economic_analysis,,text,"During the past 6 months, how many days have you been on house arrest?",,,number,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utildaysjail,sup_health_service_utilization_economic_analysis,,text,"During the past 6 months, how many days have you been in jail?",,,number,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utildaysprison,sup_health_service_utilization_economic_analysis,,text,"During the past 6 months, how many days have you been in prison?",,,,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utilcommsup,sup_health_service_utilization_economic_analysis,,text,"During the past 6 months, how many days have you been on any other kind of community supervision?",,,number,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utilparolemet,sup_health_service_utilization_economic_analysis,,text,"During the past 6 months, how many days have you met with your probation or parole officer?",,,number,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utilparoletrouble,sup_health_service_utilization_economic_analysis,,text,"During the past 6 months, how many days have you been in trouble with your probation or parole officer?",,,number,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
imp_paindx,suppain_conditions_cms,,checkbox,We are interested in finding out about pain conditions you have been diagnosed with/personally experienced. Please select all you have ever been diagnosed with or experienced:,"1, Low back pain (chronic pain) | 2, Chronic neck pain | 3, Migraine | 4, Osteoarthritis | 5, Fibromyalgia | 6, Sickle cell disease | 7, Complex regional pain syndrome | 8, Cancer pain | 9, Shingles (Herpes Zoster) | 10, IBS (Irritable Bowel Syndrome) | 11, Trigeminal Neuralgia | 12, HIV/AIDS pain | 13, Viral hepatitis pain | 14, Vulvodynia | 15, Post-surgical pain | 16, Interstitial Cystitis (Urological Chronic Pelvic Pain Syndrome) | 17, Chronic fatigue syndrome | 18, Pregnancy related back pain | 19, TMJ (Temporomandibular joint disorder) | 20, Endometriosis | 21, Chronic pelvic pain | 22, Diabetic peripheral neuropathy | 23, Rheumatoid arthritis | 24, Lupus arthritis | 25, Other inflammatory arthritides | 26, Phantom limb pain | 27, Other neuropathy | 28, Myofascial pain | 29, Chronic pain syndrome | 30, Chronic widespread pain | 31, Orofacial (dental), dental abscess, or chronic tooth pain | 32, Tension headache",,,,,,,,,,,,,,,,,,
copcs_clbp_diagnosis,suppain_conditions_cms,,calc,Chronic low back pain,"if([imp_paindx(1)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0457949",,,,,,
paindx_neck,suppain_conditions_cms,,calc,Chronic neck pain,"if([imp_paindx(2)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0746815",,,,,,
copcs_mitth_migraineflag,suppain_conditions_cms,,calc,Migraine,"if([imp_paindx(3)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0151293",,,,,,
paindx_osteoarthritis,suppain_conditions_cms,,calc,Osteoarthritis,"if([imp_paindx(4)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C1384584",,,,,,
copcs_fm_diagnosis,suppain_conditions_cms,,calc,Fibromyalgia,"if([imp_paindx(5)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0016053",,,,,,
paindx_cell,suppain_conditions_cms,,calc,Sickle cell disease,"if([imp_paindx(6)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0002895",,,,,,
paindx_regional,suppain_conditions_cms,,calc,CRPS,"if([imp_paindx(7)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0458219",,,,,,
paindx_cancer,suppain_conditions_cms,,calc,Cancer pain,"if([imp_paindx(8)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0596240",,,,,,
paindx_shingles,suppain_conditions_cms,,calc,Shingles (Herpes Zoster),"if([imp_paindx(9)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0019360",,,,,,
copcs_ibs_diagnosis,suppain_conditions_cms,,calc, IBS (Irritable Bowel Syndrome),"if([imp_paindx(10)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0022104",,,,,,
paindx_trigeminal,suppain_conditions_cms,,calc,Trigeminal Neuralgia,"if([imp_paindx(11)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0040997",,,,,,
paindx_hiv,suppain_conditions_cms,,calc,HIV/AIDS pain,"if([imp_paindx(12)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0019682",,,,,,
paindx_hepatitis,suppain_conditions_cms,,calc,Viral hepatitis pain,"if([imp_paindx(13)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0042721",,,,,,
copcs_vvd_currentdiagnosis,suppain_conditions_cms,,calc,Vulvodynia,"if([imp_paindx(14)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0406670",,,,,,
paindx_postsurgical,suppain_conditions_cms,,calc,Post-surgical pain,"if([imp_paindx(15)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2074900",,,,,,
copcs_ucpps_diagnosis,suppain_conditions_cms,,calc,Interstitial Cystitis (Urological Chronic Pelvic Pain Syndrome),"if([imp_paindx(16)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0282488, C0423703",,,,,,
copcs_mecfs_diagnosis,suppain_conditions_cms,,calc,Chronic fatigue syndrome,"if([imp_paindx(17)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C00115674",,,,,,
paindx_pregnancy,suppain_conditions_cms,,calc,Pregnancy related back pain,"if([imp_paindx(18)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C3839171",,,,,,
copcs_tmd_diagnosis,suppain_conditions_cms,,calc,TMJ (Temporomandibular joint disorder),"if([imp_paindx(19)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0039496",,,,,,
copcs_endo_diagnosis,suppain_conditions_cms,,calc,Endometriosis,"if([imp_paindx(20)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0014175",,,,,,
paindx_pelvic,suppain_conditions_cms,,calc,Chronic pelvic pain,"if([imp_paindx(21)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C1536168",,,,,,
paindx_dmneuropathy,suppain_conditions_cms,,calc,Diabetic peripheral neuropathy,"if([imp_paindx(22)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0740447",,,,,,
paindx_ra,suppain_conditions_cms,,calc,Rheumatoid arthritis,"if([imp_paindx(23)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0003873",,,,,,
paindx_lupus,suppain_conditions_cms,,calc,Lupus arthritis,"if([imp_paindx(24)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0521513",,,,,,
paindx_otherarth,suppain_conditions_cms,,calc,Other inflammatory arthritides,"if([imp_paindx(25)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0029644",,,,,,
paindx_limb,suppain_conditions_cms,,calc,Phantom limb pain,"if([imp_paindx(26)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C4048296",,,,,,
paindx_otherneurop,suppain_conditions_cms,,calc,Other neuropathy,"if([imp_paindx(27)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2053638",,,,,,
paindx_myofascial,suppain_conditions_cms,,calc,Myofascial pain,"if([imp_paindx(28)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0027073",,,,,,
paindx_chrpainsynd,suppain_conditions_cms,,calc,Chronic pain syndrome,"if([imp_paindx(29)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C1298685",,,,,,
paindx_widespread,suppain_conditions_cms,,calc,Chronic widespread pain,"if([imp_paindx(30)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C3178789",,,,,,
paindx_dental,suppain_conditions_cms,,calc,"Orofacial (dental) pain, dental abscess, or chronic tooth pain","if([imp_paindx(31)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C4546211",,,,,,
copcs_mitth_tensionheadach,suppain_conditions_cms,,calc,Tension headache,"if([imp_paindx(32)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0033893",,,,,,
oa_joint,suppain_conditions_cms,,checkbox,Where is your osteoarthritis pain located?,"1, shoulder | 2, knee | 3, hip | 4, ankle/foot | 5, elbow | 6, wrist",Select all that apply,,,,,[imp_paindx(4)] = '1',,,,,,,,,,,,
paindx_osteo_shoulder,suppain_conditions_cms,,calc,shoulder,"if([oa_joint(1)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2893968",,,,,,
paindx_osteo_knee,suppain_conditions_cms,,calc,knee,"if([oa_joint(2)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2893931",,,,,,
paindx_osteo_hip,suppain_conditions_cms,,calc,hip,"if([oa_joint(3)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2893909",,,,,,
paindx_osteo_ankle,suppain_conditions_cms,,calc,ankle/foot,"if([oa_joint(4)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2893979",,,,,,
paindx_osteo_elbow,suppain_conditions_cms,,calc,elbow,"if([oa_joint(5)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2893971",,,,,,
paindx_osteo_wrist,suppain_conditions_cms,,calc,wrist,"if([oa_joint(6)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C2893972",,,,,,
imp_staff_enroll_date,impowr_staff_survey,,text,Date of enrollment,,,date_mdy,,,,,,,,,,,,,,,,
impd_staff_ethnic,impowr_staff_survey,,radio,"Are you of Hispanic, Latino, or Spanish origin?","0, Not Hispanic or Latino | 1, Yes Hispanic or Latino | 2, Unknown | 3, Decline to answer",,,,,,,,,,,,"C0011292, C5441846",,,,,,
impd_staff_race,impowr_staff_survey,,checkbox,What is your race?,"1, White | 2, Black/African American | 3, American Indian or Alaska Native | 4, Asian | 5, Native Hawaiian or Other Pacific Islander | 6, Some other race | 7, Unknown | 8, Prefer not to answer",Select all that apply,,,,,,,,,,,C0011292,,,,,,
impdrace_staff_white,impowr_staff_survey,,calc,White,"if([impd_staff_race(1)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0011292, C0007457",,,,,,
impdrace_staff_bl_aa,impowr_staff_survey,,calc,Black/African American,"if([impd_staff_race(2)] = 1, 1, 0)",,,,,,,,,,,,"C0011292, C5441680, @HIDDEN",,,,,,
impdrace_staff_ai_an,impowr_staff_survey,,calc,American Indian or Alaska Native,"if([impd_staff_race(3)] = 1, 1, 0)",,,,,,,,,,,,"C0011292, C1515945, @HIDDEN",,,,,,
impdrace_staff_asian,impowr_staff_survey,,calc,Asian,"if([impd_staff_race(4)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0011292, C0078988",,,,,,
impdrace_staff_nh_pi,impowr_staff_survey,,calc,Native Hawaiian or Other Pacific Islander,"if([impd_staff_race(5)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0011292, C1513907",,,,,,
impdrace_staff_other,impowr_staff_survey,,calc,Some other race,"if([impd_staff_race(6)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0011292",,,,,,
impdrace_staff_unkn,impowr_staff_survey,,calc,Unknown,"if([impd_staff_race(7)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0011292",,,,,,
impdrace_staff_not_rep,impowr_staff_survey,,calc,Prefer not to answer,"if([impd_staff_race(8)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN,C0011292",,,,,,
impdrace_staff_othertxt,impowr_staff_survey,,text,"Some other race
(SPECIFY)",,,,,,,[impdrace_staff_other] = '1',,,,,,,,,,,,
impdgenid_staff,impowr_staff_survey,,checkbox,Gender Identity - Do you think of yourself as . . .,"1, Male | 2, Female | 3, Transgender man/trans man/female-to-male (FTM) | 4, Transgender woman/trans woman/male-to-female (MTF) | 5, Genderqueer | 6, Nonbinary | 7, Agender | 8, Gender Fluid | 9, Some other gender | 10, Prefer not to answer",Select all that apply,,,,,,,,,,,C0011292,,,,,,
impdgenid_staff_male,impowr_staff_survey,,calc,Male,"if([impdgenid_staff(1)] = 1, 1, 0)",,,,,,,,,,,," @HIDDEN, C0011292, C0086582",,,,,,
